id_produit,titre,slug,reference,description,description_courte,prix,prix_promo,promo_debut,promo_fin,stock,stock_alerte,statut,marque,modele,poids,specifications,garantie,est_en_vedette,est_nouveau,vues,note_moyenne,nombre_avis,id_categorie,id_pays,id_utilisateur,date_creation,created_at,updated_at,deleted_at,en_promo,uuid,segment
687,GV-FR Panel V2,geovision-gv-fr-panel-v2,GV-FR Panel V2,"GV-FR Panel V2 is a face-recognition-based access reader with a 7 inch LCD touchscreen that displays 600 x 1024 HD images. It offers the following features: Access Credential: When connected to the GV-ASManager access control system, GV‑FR Panel V2 can grant or deny access using: Face Recognition, Access Cards, and Card Plus Face Double Authentication. QR Code Support: GV‑FR Panel V2‑QR can read QR codes generated by the GV‑ASManager Visitor Management System (GV‑VMWeb). Guests can gain entrance to regulated areas by scanning the QR code displayed on their mobile phone. Third‑Party Integration: GV‑FR Panel V2, with advanced face recognition capability, can integrate into any third‑party Wiegand access control system. It combines AI video analytics with access control to enhance both convenience and security. Surveillance Integration: The live view from GV‑FR Panel V2 can be cast onto GV‑VMS, creating a more comprehensive surveillance management environment. Models: GV-FR Panel V2 GV-FR Panel V2 with Pillar Stand GV-FR Panel V2-QR GV-FR Panel V2-QR with Pillar Stand",Face Recognition Panel with Built-in NFC Reader and IPS Touch Screen,0.00,,,,999,5,actif,GeoVision,GV-FR Panel V2,,"{""overview"":""GV-FR Panel V2 is a face-recognition-based access reader with a 7 inch LCD touchscreen that displays 600 x 1024 HD images. It offers the following features: Access Credential: When connected to the GV-ASManager access control system, GV\u2011FR Panel V2 can grant or deny access using: Face Recognition, Access Cards, and Card Plus Face Double Authentication. QR Code Support: GV\u2011FR Panel V2\u2011QR can read QR codes generated by the GV\u2011ASManager Visitor Management System (GV\u2011VMWeb). Guests can gain entrance to regulated areas by scanning the QR code displayed on their mobile phone. Third\u2011Party Integration: GV\u2011FR Panel V2, with advanced face recognition capability, can integrate into any third\u2011party Wiegand access control system. It combines AI video analytics with access control to enhance both convenience and security. Surveillance Integration: The live view from GV\u2011FR Panel V2 can be cast onto GV\u2011VMS, creating a more comprehensive surveillance management environment. Models: GV-FR Panel V2 GV-FR Panel V2 with Pillar Stand GV-FR Panel V2-QR GV-FR Panel V2-QR with Pillar Stand"",""tags"":[],""features"":[""7\"" IPS touch screen with 600 x 1024 HD display"",""Face recognition distance of up to 2 m (6.6 ft)"",""Liveness detection (face spoofing detection)"",""Masked face recognition"",""Three access modes: Face Only mode, Card or Face mode, Card + Face mode"",""Integration with third-party Wiegand controllers"",""Mobile app supported for push notifications"",""16 languages supported"",""CE, FCC, LVD, RoHS compliant"",""Built-in RGB & IR cameras"",""10,000 face image capacity"",""10,000 access card capacity"",""50,000 event log capacity"",""Built-in 13.56 MHz, ISO 14443A reader"",""QR code reading (optional)""],""platforms"":[],""use_cases"":[],""detail_notes"":[""GV-FR Panel V2 is a face-recognition-based access reader with a 7 inch LCD touchscreen that displays 600 x 1024 HD images. It offers the following features: Access Credential: When connected to the GV-ASManager access control system, GV\u2011FR Panel V2 can grant or deny access using: Face Recognition, Access Cards, and Card Plus Face Double Authentication. QR Code Support: GV\u2011FR Panel V2\u2011QR can read QR codes generated by the GV\u2011ASManager Visitor Management System (GV\u2011VMWeb). Guests can gain entrance to regulated areas by scanning the QR code displayed on their mobile phone. Third\u2011Party Integration: GV\u2011FR Panel V2, with advanced face recognition capability, can integrate into any third\u2011party Wiegand access control system. It combines AI video analytics with access control to enhance both convenience and security. Surveillance Integration: The live view from GV\u2011FR Panel V2 can be cast onto GV\u2011VMS, creating a more comprehensive surveillance management environment. Models: GV-FR Panel V2 GV-FR Panel V2 with Pillar Stand GV-FR Panel V2-QR GV-FR Panel V2-QR with Pillar Stand"",""Face Recognition Panel with Built-in NFC Reader and IPS Touch Screen""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/GV-FR Panel V2"",""technical_specs"":[],""taxonomy"":{""family"":""Contr\u00f4le d\u2019acc\u00e8s"",""category"":""Reader"",""subcategory"":""Reader"",""series"":""GV-FR""}}",Garantie constructeur,f,t,0,0.00,0,279,1,1,2026-03-24 10:57:44,2026-03-24 10:57:44,2026-03-24 10:57:44,,f,d4aaa08e-1ff1-4735-b671-e4bd96b24daf,geovision
688,GV-QR1352,geovision-gv-qr1352,GV-QR1352,"GV-QR1352 is a QR code reader equipped with RFID reading functionality. As part of the GeoVision mobile access solution, it enables door access by scanning QR codes displayed on smartphones. Its RFID module supports dual-band frequencies—125 kHz and 13.56 MHz—while the Wiegand interface allows seamless integration with standard access control systems. GV-ASManager Integration GV-QR1352 supports two types of QR codes for diverse access control scenarios: Mobile access QR codes generated by the GV-Mobile Access app, used for ongoing or visitor access in offices, campus buildings, and similar facilities. Single-use QR codes issued by GV-ASManager’s Visitor Access Management System (GV-VMWeb), ideal for temporary access control in environments such as event venues or meeting room reservations. GV-Cloud Access Control Integration GV-QR1352 also supports QR codes and mobile cards issued via GV-Cloud Access Control, enabling both visitor access and long-term credential management through cloud-based provisioning. With its versatile functionality and integration flexibility, GV-QR1352 is an ideal choice for system integrators looking to incorporate mobile access into existing access control infrastructures.",QR Code & Dual-band RFID Reader,0.00,,,,999,5,actif,GeoVision,GV-QR1352,,"{""overview"":""GV-QR1352 is a QR code reader equipped with RFID reading functionality. As part of the GeoVision mobile access solution, it enables door access by scanning QR codes displayed on smartphones. Its RFID module supports dual-band frequencies\u2014125 kHz and 13.56 MHz\u2014while the Wiegand interface allows seamless integration with standard access control systems. GV-ASManager Integration GV-QR1352 supports two types of QR codes for diverse access control scenarios: Mobile access QR codes generated by the GV-Mobile Access app, used for ongoing or visitor access in offices, campus buildings, and similar facilities. Single-use QR codes issued by GV-ASManager\u2019s Visitor Access Management System (GV-VMWeb), ideal for temporary access control in environments such as event venues or meeting room reservations. GV-Cloud Access Control Integration GV-QR1352 also supports QR codes and mobile cards issued via GV-Cloud Access Control, enabling both visitor access and long-term credential management through cloud-based provisioning. With its versatile functionality and integration flexibility, GV-QR1352 is an ideal choice for system integrators looking to incorporate mobile access into existing access control infrastructures."",""tags"":[],""features"":[""Dual band frequency: 125 kHz, 13.56 MHz"",""Two communication interfaces: Wiegand, RS-485"",""Flush-mounted design for US and EU compatible"",""QR code support for contactless access"",""MIFARE\u00ae DESFire\u00ae card support"",""GeoVision access card compatibility with GID (GeoVision Identifier)"",""Support for QR codes (visitor access) and mobile cards (ongoing access) issued via GV-Cloud Access Control""],""platforms"":[],""use_cases"":[],""detail_notes"":[""GV-QR1352 is a QR code reader equipped with RFID reading functionality. As part of the GeoVision mobile access solution, it enables door access by scanning QR codes displayed on smartphones. Its RFID module supports dual-band frequencies\u2014125 kHz and 13.56 MHz\u2014while the Wiegand interface allows seamless integration with standard access control systems. GV-ASManager Integration GV-QR1352 supports two types of QR codes for diverse access control scenarios: Mobile access QR codes generated by the GV-Mobile Access app, used for ongoing or visitor access in offices, campus buildings, and similar facilities. Single-use QR codes issued by GV-ASManager\u2019s Visitor Access Management System (GV-VMWeb), ideal for temporary access control in environments such as event venues or meeting room reservations. GV-Cloud Access Control Integration GV-QR1352 also supports QR codes and mobile cards issued via GV-Cloud Access Control, enabling both visitor access and long-term credential management through cloud-based provisioning. With its versatile functionality and integration flexibility, GV-QR1352 is an ideal choice for system integrators looking to incorporate mobile access into existing access control infrastructures."",""QR Code & Dual-band RFID Reader""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/GV-QR1352"",""technical_specs"":[],""taxonomy"":{""family"":""Contr\u00f4le d\u2019acc\u00e8s"",""category"":""Reader"",""subcategory"":""Reader"",""series"":""GV-QR1352""}}",Garantie constructeur,f,t,0,0.00,0,279,1,1,2026-03-24 10:57:44,2026-03-24 10:57:44,2026-03-24 10:57:44,,f,c4d71e6c-9aa4-4f23-9b98-75a0b9caebc4,geovision
689,GV-CR1320,geovision-gv-cr1320,GV-CR1320,"GV-CR1320 is a 13.56 MHz card reader with a built-in 2 MP camera. GV-CR1320 recognizes access cards and grants access as regulated by the connected controller. Its camera captures a live view of the entrance and transmits it to the access control system GV-ASManager over a network, eliminating the need to install and maintain a separate camera. When the touchpad on GV-CR1320 is activated, it will make a VoIP call to the operator, allowing the operator to communicate with the visitor and enter an access code to unlock the door.",2MP H.264 IP Camera Reader,0.00,,,,999,5,actif,GeoVision,GV-CR1320,,"{""overview"":""GV-CR1320 is a 13.56 MHz card reader with a built-in 2 MP camera. GV-CR1320 recognizes access cards and grants access as regulated by the connected controller. Its camera captures a live view of the entrance and transmits it to the access control system GV-ASManager over a network, eliminating the need to install and maintain a separate camera. When the touchpad on GV-CR1320 is activated, it will make a VoIP call to the operator, allowing the operator to communicate with the visitor and enter an access code to unlock the door."",""tags"":[""IP66""],""features"":[""2MP progressive scan super low lux CMOS"",""Minimum illumination at 0.02 lux"",""Dual streams from H.264 and MJPEG"",""Up to 15 fps at 1920 x 1080"",""Day and night function (with removable IR-cut filter)"",""Built-in IR with effective distance up to 3 m (10 ft)"",""Ingress protection (IP66)"",""DC 12V, 2.5A \/ PoE+ (IEEE 802.3at)"",""Built-in microphone and speaker"",""Wide Dynamic Range (WDR)"",""Built-in micro SD card slot"",""Provides 180\u00b0 panorama view"",""Built-in 13.56 MHz, ISO 14443A reader"",""GeoVision access card compatibility with GID (GeoVision Identifier)"",""Network interface for connecting to and access control by controllers"",""Support for GV-WTR for connecting to and access control by 3rd-party Wiegand controllers"",""2 inputs, dry contact"",""1 relay outputs"",""Touchpad to activate two-way communication between the operator and visitors"",""Snapshots captured upon card presented and touchpad activated"",""SIP \/ VoIP calling support"",""GV-Access app for push notifications""],""platforms"":[],""use_cases"":[],""detail_notes"":[""GV-CR1320 is a 13.56 MHz card reader with a built-in 2 MP camera. GV-CR1320 recognizes access cards and grants access as regulated by the connected controller. Its camera captures a live view of the entrance and transmits it to the access control system GV-ASManager over a network, eliminating the need to install and maintain a separate camera. When the touchpad on GV-CR1320 is activated, it will make a VoIP call to the operator, allowing the operator to communicate with the visitor and enter an access code to unlock the door."",""2MP H.264 IP Camera Reader""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/GV-CR1320"",""technical_specs"":[],""taxonomy"":{""family"":""Contr\u00f4le d\u2019acc\u00e8s"",""category"":""Reader"",""subcategory"":""Reader"",""series"":""GV-CR1320""}}",Garantie constructeur,f,t,0,0.00,0,279,1,1,2026-03-24 10:57:44,2026-03-24 10:57:44,2026-03-24 10:57:44,,f,d0161060-d605-46d3-8788-f701b12478f7,geovision
690,GV-R1352,geovision-gv-r1352,GV-R1352,"The GV-R1352 is a card reader designed to recognize identification cards. Featured with the Wiegand and RS-485 outputs, the unit can be connected to any standard access control panel. GV-R1352 comes with a weather sealed and IP66 compliant housing for outdoor use.",Card Reader,0.00,,,,999,5,actif,GeoVision,GV-R1352,,"{""overview"":""The GV-R1352 is a card reader designed to recognize identification cards. Featured with the Wiegand and RS-485 outputs, the unit can be connected to any standard access control panel. GV-R1352 comes with a weather sealed and IP66 compliant housing for outdoor use."",""tags"":[""IP66"",""UL""],""features"":[""Weather-proof and IP66-compliant housing (for outdoor use)"",""Wiegand interface for third-party integration"",""RS-485 interface for longer distance installation"",""13.56 MHz ISO 4443A"",""GeoVision access card compatibility with GID (GeoVision Identifier)"",""UL 294 compliant""],""platforms"":[],""use_cases"":[],""detail_notes"":[""The GV-R1352 is a card reader designed to recognize identification cards. Featured with the Wiegand and RS-485 outputs, the unit can be connected to any standard access control panel. GV-R1352 comes with a weather sealed and IP66 compliant housing for outdoor use."",""Card Reader""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/GV-R1352"",""technical_specs"":[],""taxonomy"":{""family"":""Contr\u00f4le d\u2019acc\u00e8s"",""category"":""Reader"",""subcategory"":""Reader"",""series"":""GV-R1352""}}",Garantie constructeur,f,t,0,0.00,0,279,1,1,2026-03-24 10:57:44,2026-03-24 10:57:44,2026-03-24 10:57:44,,f,0c98e2a3-a666-4ffe-9dd6-d19ae569335b,geovision
711,GV-VMS V18,geovision-gv-vms-v18,GV-VMS V18,"GV-VMS V18 is a full-featured, AI-powered software series. It includes not only all of capabilities of GV-VMS V17 series, but also incorporates events from face detection, face recognition and AI-powered IP cameras for an all-inclusive video management. GV-VMS V18 is a comprehensive video management system that records video from GeoVision and third-party IP devices. The live view and playback layout can be easily adjusted with the intuitive drag-and-drop function. GV-VMS V18 comes with a variety of intelligent video analytics to offer precise monitoring and to reduce the need for manual supervision. The built-in WebCam Server allows users to remotely access live view and recordings from anywhere using Web browsers, mobile app and GV-Remote ViewLog program. Compatibility with GeoVision central monitoring systems and support for a wide selection of third-party ONVIF cameras make GV-VMS a versatile and effective surveillance solution. GV-VMS V18 is a paid software that can connect up to 32 channels of GV-IP devices with the initial license, and up to 64 channels with an added GV-VMS Pro license. Additional licenses are required if you need to connect with third-party IP devices.",For IP Camera · Windows 11 64-bit,0.00,,,,999,5,actif,GeoVision,GV-VMS V18,,"{""overview"":""GV-VMS V18 is a full-featured, AI-powered software series. It includes not only all of capabilities of GV-VMS V17 series, but also incorporates events from face detection, face recognition and AI-powered IP cameras for an all-inclusive video management. GV-VMS V18 is a comprehensive video management system that records video from GeoVision and third-party IP devices. The live view and playback layout can be easily adjusted with the intuitive drag-and-drop function. GV-VMS V18 comes with a variety of intelligent video analytics to offer precise monitoring and to reduce the need for manual supervision. The built-in WebCam Server allows users to remotely access live view and recordings from anywhere using Web browsers, mobile app and GV-Remote ViewLog program. Compatibility with GeoVision central monitoring systems and support for a wide selection of third-party ONVIF cameras make GV-VMS a versatile and effective surveillance solution. GV-VMS V18 is a paid software that can connect up to 32 channels of GV-IP devices with the initial license, and up to 64 channels with an added GV-VMS Pro license. Additional licenses are required if you need to connect with third-party IP devices."",""tags"":[],""features"":[""Face Detection with AI-capable GV IP cameras"",""Face Recognition with GV-Face Recognition Camera (GV-VD8700) and software (GV-AI FR)"",""Face Search by face snapshots, photos, age, gender, name, face group and alert type"",""AI analytics events with AI-capable GV IP cameras"",""AI event alerts via I\/O devices, computer alarms and e-mails"",""PVD motion detection for identifying people and vehicle motion from moving objects (up to 64 CH, GV-Accelerator Module required)"",""Smart Motion Search to search for motion on recorded videos by defining regions of interest"",""Face blurring for faces detected"",""SIP 2-way audio communication for dial-out"",""Display of POS transactions only (no live view) on any of screen divisions""],""platforms"":[""For IP Camera"",""Windows 11 64-bit""],""use_cases"":[""For IP Camera"",""Windows 11 64-bit""],""detail_notes"":[""GV-VMS V18 is a full-featured, AI-powered software series. It includes not only all of capabilities of GV-VMS V17 series, but also incorporates events from face detection, face recognition and AI-powered IP cameras for an all-inclusive video management. GV-VMS V18 is a comprehensive video management system that records video from GeoVision and third-party IP devices. The live view and playback layout can be easily adjusted with the intuitive drag-and-drop function. GV-VMS V18 comes with a variety of intelligent video analytics to offer precise monitoring and to reduce the need for manual supervision. The built-in WebCam Server allows users to remotely access live view and recordings from anywhere using Web browsers, mobile app and GV-Remote ViewLog program. Compatibility with GeoVision central monitoring systems and support for a wide selection of third-party ONVIF cameras make GV-VMS a versatile and effective surveillance solution. GV-VMS V18 is a paid software that can connect up to 32 channels of GV-IP devices with the initial license, and up to 64 channels with an added GV-VMS Pro license. Additional licenses are required if you need to connect with third-party IP devices.""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/GV-VMS V18"",""technical_specs"":[],""taxonomy"":{""family"":""VMS & Analytics"",""category"":""VMS"",""subcategory"":""VMS"",""series"":""GV-VMS""}}",Garantie constructeur,f,t,0,0.00,0,286,1,1,2026-03-24 10:57:45,2026-03-24 10:57:45,2026-03-24 10:57:45,,f,f315b2a4-e243-4a45-ba5b-2e1a3d25f2cb,geovision
691,GV-DFR1352,geovision-gv-dfr1352,GV-DFR1352,"The GV-DFR1352 is a card reader designed to be installed on the door frame for recognizing access control cards. Featured with the Wiegand and RS-485 outputs, the unit can be connected to any standard access control panel. GV-DFR1352 comes with a weather sealed and IP66 compliant housing for outdoor use.",Door Frame Card Reader (Rev. B),0.00,,,,999,5,actif,GeoVision,GV-DFR1352,,"{""overview"":""The GV-DFR1352 is a card reader designed to be installed on the door frame for recognizing access control cards. Featured with the Wiegand and RS-485 outputs, the unit can be connected to any standard access control panel. GV-DFR1352 comes with a weather sealed and IP66 compliant housing for outdoor use."",""tags"":[""IP66"",""UL""],""features"":[""Weather-proof and IP66-compliant housing (for outdoor use)"",""Wiegand interface for third-party integration"",""RS-485 interface for longer distance installation"",""13.56 MHz ISO 4443A"",""GeoVision access card compatibility with GID (GeoVision Identifier)"",""UL 294 compliant""],""platforms"":[],""use_cases"":[],""detail_notes"":[""The GV-DFR1352 is a card reader designed to be installed on the door frame for recognizing access control cards. Featured with the Wiegand and RS-485 outputs, the unit can be connected to any standard access control panel. GV-DFR1352 comes with a weather sealed and IP66 compliant housing for outdoor use."",""Door Frame Card Reader (Rev. B)""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/GV-DFR1352"",""technical_specs"":[],""taxonomy"":{""family"":""Contr\u00f4le d\u2019acc\u00e8s"",""category"":""Reader"",""subcategory"":""Reader"",""series"":""GV-DFR1352""}}",Garantie constructeur,f,t,0,0.00,0,279,1,1,2026-03-24 10:57:44,2026-03-24 10:57:44,2026-03-24 10:57:44,,f,c26f0875-1c61-4b93-98b2-57835b2efe3c,geovision
753,UVS-Mobile NVR System,geovision-uvs-mobile-nvr-system,UVS-Mobile NVR System,"Designed to withstand rugged environments, the UVS-Mobile NVR System operates at a wide range of temperature and comes with anti-vibration protection, making it suitable for public transits and industrial environments. For storage, it offers up to 1 hot swappable bay for use with any HDD/SSD drive. With built-in GV-NVR, this fanless Mobile NVR system supports up to 16 channels of GV-IP megapixel cameras to provide an all-in-one solution (Live View, Playback, Recording, Backup, CMS) in most rough conditions. NOTE: The GV-NVR/VMS software installed can support up to 32 channels, but per the hardware specs of the UVS-Mobile NVR system itself, only up to 16 channels is recommended.","Designed to withstand rugged environments, the UVS-Mobile NVR System operates at a wide range of temperature and comes with anti-vibration protection, making it suitable for public...",0.00,,,,999,5,actif,GeoVision,UVS-Mobile NVR System,,"{""overview"":""Designed to withstand rugged environments, the UVS-Mobile NVR System operates at a wide range of temperature and comes with anti-vibration protection, making it suitable for public transits and industrial environments. For storage, it offers up to 1 hot swappable bay for use with any HDD\/SSD drive. With built-in GV-NVR, this fanless Mobile NVR system supports up to 16 channels of GV-IP megapixel cameras to provide an all-in-one solution (Live View, Playback, Recording, Backup, CMS) in most rough conditions. NOTE: The GV-NVR\/VMS software installed can support up to 32 channels, but per the hardware specs of the UVS-Mobile NVR system itself, only up to 16 channels is recommended."",""tags"":[],""features"":[""Powered by Intel i5 13th. Generation Processor"",""Windows 11 Pro 64 Bit"",""Support GPU Decoding"",""1 Hot Swappable 2.5 in. HDD \/ SSD bay for up to 2 Terabyte"",""Fanless System"",""Vibration and Mechanical Shock Protection (5G(RMS) at 5 ~ 500 Hz for SSD)"",""Power Ignition Management (ACC)"",""Wide Operating Temperature (0\u00b0C ~ 70\u00b0C \/ 32\u00b0F ~ 158\u00b0F for SSD)"",""Three Gigabit LAN ports: 2.5 Gigabit x 1, 1 Gigabit x 2"",""Compact Flash Slot"",""Dual-monitor Display (Choose two from VGA, 2 x DVI-D)"",""Optional - Wireless Communication (WiFi \/ 3G \/ 4G)"",""Optional - GPS Support for Vehicle Tracking"",""Built-in GV-NVR"",""3rd Party IP Cameras with H.264 Compatible (License Required)"",""Automatic Connection to GV-IP Cameras"",""Video analysis"",""Dual video streams"",""Fisheye camera dewarping function"",""Smart device access (iOS and Android)"",""E-Mark Certified"",""29 Languages"",""Up to 16 channels recommended based on NVR hardware specs""],""platforms"":[],""use_cases"":[],""detail_notes"":[""Designed to withstand rugged environments, the UVS-Mobile NVR System operates at a wide range of temperature and comes with anti-vibration protection, making it suitable for public transits and industrial environments. For storage, it offers up to 1 hot swappable bay for use with any HDD\/SSD drive. With built-in GV-NVR, this fanless Mobile NVR system supports up to 16 channels of GV-IP megapixel cameras to provide an all-in-one solution (Live View, Playback, Recording, Backup, CMS) in most rough conditions. NOTE: The GV-NVR\/VMS software installed can support up to 32 channels, but per the hardware specs of the UVS-Mobile NVR system itself, only up to 16 channels is recommended.""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/UVS-Mobile NVR System"",""technical_specs"":[],""taxonomy"":{""family"":""Syst\u00e8mes de surveillance"",""category"":""Mobile System"",""subcategory"":""Mobile System"",""series"":""UVS-Mobile""}}",Garantie constructeur,f,t,0,0.00,0,298,1,1,2026-03-24 10:57:46,2026-03-24 10:57:46,2026-03-24 10:57:46,,f,13fefaed-5744-4598-a52a-1865d73b5119,geovision
692,GV-RU9003 UHF RFID,geovision-gv-ru9003-uhf-rfid,GV-RU9003 UHF RFID,"GV-RU9003 is a Radio Frequency Identification (RFID) reader of ISO 18000-6C (EPC GEN2) standard. Designed for parking lot management, the reader can read RFID tags up to 10 m (33 ft) under optimal conditions.",UHF RFID Reader,0.00,,,,999,5,actif,GeoVision,GV-RU9003 UHF RFID,,"{""overview"":""GV-RU9003 is a Radio Frequency Identification (RFID) reader of ISO 18000-6C (EPC GEN2) standard. Designed for parking lot management, the reader can read RFID tags up to 10 m (33 ft) under optimal conditions."",""tags"":[""IP56""],""features"":[""Built-in antenna and RF module"",""Effective identification with specially designed antenna pattern"",""Compatible with access controller using Wiegand 64 interface"",""Effective range of up to 10 m (33 ft) under optimal conditions"",""Special energy-saving design reducing power consumption"",""Support for external sensors and controllers"",""Electronic tag compliant with EPC Gen II (ISO 18000-6C) standard"",""R&D patent for EMI reduction"",""FCC\/CE certification""],""platforms"":[],""use_cases"":[],""detail_notes"":[""GV-RU9003 is a Radio Frequency Identification (RFID) reader of ISO 18000-6C (EPC GEN2) standard. Designed for parking lot management, the reader can read RFID tags up to 10 m (33 ft) under optimal conditions."",""UHF RFID Reader""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/GV-RU9003 UHF RFID"",""technical_specs"":[],""taxonomy"":{""family"":""Contr\u00f4le d\u2019acc\u00e8s"",""category"":""Reader"",""subcategory"":""Reader"",""series"":""GV-RU9003""}}",Garantie constructeur,f,t,0,0.00,0,279,1,1,2026-03-24 10:57:44,2026-03-24 10:57:44,2026-03-24 10:57:44,,f,73dab62a-bbf7-4d36-a06e-9b10bc8ed323,geovision
693,Reader Waterproof Cover,geovision-reader-waterproof-cover,Reader Waterproof Cover,"The Reader Waterproof Cover is designed to provide reliable protection for GeoVision readers, ensuring durability and easy installation.","The Reader Waterproof Cover is designed to provide reliable protection for GeoVision readers, ensuring durability and easy installation.",0.00,,,,999,5,actif,GeoVision,Reader Waterproof Cover,,"{""overview"":""The Reader Waterproof Cover is designed to provide reliable protection for GeoVision readers, ensuring durability and easy installation."",""tags"":[],""features"":[],""platforms"":[],""use_cases"":[],""detail_notes"":[""The Reader Waterproof Cover is designed to provide reliable protection for GeoVision readers, ensuring durability and easy installation.""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/Reader Waterproof Cover"",""technical_specs"":[],""taxonomy"":{""family"":""Contr\u00f4le d\u2019acc\u00e8s"",""category"":""Accessories"",""subcategory"":""Accessories"",""series"":""Reader Waterproof Cover""}}",Garantie constructeur,f,t,0,0.00,0,280,1,1,2026-03-24 10:57:44,2026-03-24 10:57:44,2026-03-24 10:57:44,,f,8153da9f-3c90-431c-9dce-275b1304059d,geovision
694,GV-AS Bridge,geovision-gv-as-bridge,GV-AS Bridge,"GV-AS Bridge is an access controller that connects up to eight readers—either from a single GV-AS Controller or from up to eight GV-DFK1355 readers—to GV-Cloud Access Control for cloud-based monitoring and management. This enables cloud-based access control for up to 4 doors and 8 readers. When connected to IP cameras, directly or via the GV-Cloud Bridge encoder, GV-AS Bridge can transmit snapshots, live view, or playback recordings (requires GV-Cloud Bridge) to GV-Cloud Access Control upon access events. Compatible Products: GV-AS Controller : GV-AS210 / 2110 / 2120, GV-AS410 / 4110 / 4111 firmware V2.60 or later GV-Reader : GV-DFK1355 GV-Cloud Access Control (cloud-based software) : V1.00 or later GV-Cloud VMS (cloud-based software) : V1.00 or later GV-Cloud Bridge (encoder) : firmware V1.03 or later Camera : GV-IP cameras and ONVIF cameras",Cloud,0.00,,,,999,5,actif,GeoVision,GV-AS Bridge,,"{""overview"":""GV-AS Bridge is an access controller that connects up to eight readers\u2014either from a single GV-AS Controller or from up to eight GV-DFK1355 readers\u2014to GV-Cloud Access Control for cloud-based monitoring and management. This enables cloud-based access control for up to 4 doors and 8 readers. When connected to IP cameras, directly or via the GV-Cloud Bridge encoder, GV-AS Bridge can transmit snapshots, live view, or playback recordings (requires GV-Cloud Bridge) to GV-Cloud Access Control upon access events. Compatible Products: GV-AS Controller : GV-AS210 \/ 2110 \/ 2120, GV-AS410 \/ 4110 \/ 4111 firmware V2.60 or later GV-Reader : GV-DFK1355 GV-Cloud Access Control (cloud-based software) : V1.00 or later GV-Cloud VMS (cloud-based software) : V1.00 or later GV-Cloud Bridge (encoder) : firmware V1.03 or later Camera : GV-IP cameras and ONVIF cameras"",""tags"":[""Cloud""],""features"":[""4-door and 8-reader cloud-based access control"",""Up to 8 readers either from a single GV-AS Controller or from up to 8 GV-DFK1355 readers"",""Access logs and event images upload onto GV-Cloud Access Control"",""Live view display of connected IP cameras on GV-Cloud Access Control"",""Stores up to 100,000 cards""],""platforms"":[],""use_cases"":[],""detail_notes"":[""GV-AS Bridge is an access controller that connects up to eight readers\u2014either from a single GV-AS Controller or from up to eight GV-DFK1355 readers\u2014to GV-Cloud Access Control for cloud-based monitoring and management. This enables cloud-based access control for up to 4 doors and 8 readers. When connected to IP cameras, directly or via the GV-Cloud Bridge encoder, GV-AS Bridge can transmit snapshots, live view, or playback recordings (requires GV-Cloud Bridge) to GV-Cloud Access Control upon access events. Compatible Products: GV-AS Controller : GV-AS210 \/ 2110 \/ 2120, GV-AS410 \/ 4110 \/ 4111 firmware V2.60 or later GV-Reader : GV-DFK1355 GV-Cloud Access Control (cloud-based software) : V1.00 or later GV-Cloud VMS (cloud-based software) : V1.00 or later GV-Cloud Bridge (encoder) : firmware V1.03 or later Camera : GV-IP cameras and ONVIF cameras""],""source_url"":""https:\/\/www.geovision.com.tw\/us\/product\/GV-AS Bridge"",""technical_specs"":[],""taxonomy"":{""family"":""Contr\u00f4le d\u2019acc\u00e8s"",""category"":""Accessories"",""subcategory"":""Accessories"",""series"":""GV-AS""}}",Garantie constructeur,f,t,0,0.00,0,280,1,1,2026-03-24 10:57:44,2026-03-24 10:57:44,2026-03-24 10:57:44,,f,9399b606-35f8-43ec-9a5b-727d82b2f8bd,geovision
